# ----------------------------------------
# E-commerce purchases: Item name
# Account: Twin Birds UA
# Property: Twin Birds GA4
# ----------------------------------------
# 
# All Users
# Start date: 20251101
# End date: 20260505
Item name,Items viewed,Items added to cart,Items purchased,Item revenue
Viscose Ankle Legging - Blue Ocean - 3XL / Blue Ocean,2,0,0,0
Viscose Ankle Legging - CottonCandy - L / CottonCandy,2,5,0,0
Viscose Ankle Legging - Crimson Red - L / Crimson Red,2,21,0,0
Viscose Ankle Legging - Crimson Red - XL / Crimson Red,2,20,0,0
Viscose Ankle Legging - Honey Mustard - L / Honey Mustard,2,1,0,0
Viscose Ankle Legging - Magic Garden - XL / Magic Garden,2,14,0,0
Viscose Ankle Legging - Moss Plant - 2XL / Moss Plant,2,6,0,0
Viscose Ankle Legging - Mulberry - XL / Mulberry,2,14,0,0
Viscose Ankle Legging - Navy Ribbon - 2XL / Navy Ribbon,2,18,0,0
Viscose Ankle Legging - NewLeaf - XL / NewLeaf,2,2,0,0
Viscose Ankle Legging - Parrot Green - XL / Parrot Green,2,5,0,0
Viscose Ankle Legging - Pink Shock - 3XL / Pink Shock,2,0,0,0
Viscose Ankle Legging - Plum Jam - 2XL / Plum Jam,2,8,0,0
Viscose Ankle Legging - Pool Side - L / Pool Side,2,3,0,0
Viscose Ankle Legging - Racing Red - 2XL / Racing Red,2,7,0,0
Viscose Ankle Legging - Rose Syrup - M / Rose Syrup,2,4,0,0
Viscose Ankle Legging - Sand Storm - L / Sand Storm,2,2,0,0
Viscose Ankle Legging - Shadow Grey - L / Shadow Grey,2,2,0,0
Viscose Ankle Legging - Steel Grey - 2XL / Steel Grey,2,19,0,0
Viscose Ankle Legging - Sugar Cookie - 2XL / Sugar Cookie,2,18,0,0
Viscose Ankle Legging - Sugar Cookie - 3XL / Sugar Cookie,2,10,0,0
Viscose Ankle Legging - Sugar Cookie - M / Sugar Cookie,2,11,0,0
Viscose Ankle Legging - Tomato red - L / Tomato Red,2,5,0,0
Viscose Ankle Legging - Wine - 3XL / Wine,2,0,0,0
Viscose Churidar Legging - Beetroot - 2XL / Beetroot,2,2,0,0
Viscose Churidar Legging - Beetroot - L / Beetroot,2,0,0,0
Viscose Churidar Legging - Beetroot - M / Beetroot,2,0,0,0
Viscose Churidar Legging - Blue Ocean - M / Blue Ocean,2,5,0,0
Viscose Churidar Legging - Canary Bird - 2XL / Canary Bird,2,7,0,0
Viscose Churidar Legging - Canary Bird - M / Canary Bird,2,1,0,0
Viscose Churidar Legging - Fiery Orange - 3XL / Fiery Orange,2,6,0,0
Viscose Churidar Legging - Green - 2XL / Green,2,3,0,0
Viscose Churidar Legging - Green - XL / Green,2,2,0,0
Viscose Churidar Legging - Honey Mustard - M / Honey Mustard,2,2,0,0
Viscose Churidar Legging - Honey Mustard - XL / Honey Mustard,2,2,0,0
Viscose Churidar Legging - Lapis Green - 2XL / Lapis Green,2,6,0,0
Viscose Churidar Legging - Laser Blue - 2XL / Laser Blue,2,11,0,0
Viscose Churidar Legging - Laser Blue - 3XL / Laser Blue,2,9,0,0
Viscose Churidar Legging - Mulberry - 2XL / Mulberry,2,13,0,0
Viscose Churidar Legging - Newleaf - 3XL / Newleaf,2,2,0,0
Viscose Churidar Legging - Olive Green - XL / Olive Green,2,4,0,0
Viscose Churidar Legging - Parrot Green - M / Parrot Green,2,0,0,0
Viscose Churidar Legging - Poolside - 2XL / Poolside,2,0,0,0
Viscose Churidar Legging - Sugar Cookie - XL / Sugar Cookie,2,14,0,0
Viscose Churidar Legging - Tomato red - 2XL / Tomato Red,2,10,0,0
Wide Leg Track Pant Deep Navy,2,0,0,0
Women Denim Jean - Texas 10 - L / Texas 10,2,2,0,0
Women Denim Jean - Texas 10 - M / Texas 10,2,0,0,0
Women Wide Jean - Texas 10 - XL / Texas 10,2,6,0,0
AOP Straight Pant - Navy - XL / Navy,1,0,0,0
Avacado Printed Collared Co-ord Set - Aloe Wash - XL / Aloe Wash,1,8,0,0
Basic V-Neck Tee - Grape Vine - XL / Grape Vine,1,25,0,0
Basic V-Neck Tee - White - L / White,1,4,0,0
Cami with Adjuster - Pearl White - 85 / Pearl White,1,7,0,0
Casual Shirt - Artic Wolf - 2XL / Artic Wolf,1,0,0,0
Casual Shirt - Black & White - M / Black&white,1,1,0,0
Casual Shirt - Cyan - L / Cyan,1,2,0,0
Casual Shirt - Cyan - M / Cyan,1,3,0,0
Casual Shirt - Fog Grey - XL / Fog grey,1,1,0,0
Casual Shirt - Nimbus Cloud - L / Nimbus Cloud,1,1,0,0
Casual Shirt - Peacock Feather - XL / Peacock feather,1,1,0,0
Casual Shirt - Sunflower - 2XL / Sunflower,1,0,0,0
Casual Shirt - Sunflower - M / Sunflower,1,0,0,0
Cat Printed Collared Co-ord Set - Powder Yellow - XS / Powder Yellow,1,0,0,0
Coloured Jegging - Caramel custard - M / Caramel custard,1,1,0,0
Coloured Jegging - Caramel custard - XL / Caramel custard,1,5,0,0
Cotton Ankle Legging - Bay Breeze - XL / Bay Breeze,1,5,0,0
Cotton Ankle Legging - Blue Heaven - 3XL / Blue Heaven,1,0,0,0
Cotton Ankle Legging - Blue Heaven - XL / Blue Heaven,1,0,0,0
Cotton Ankle Legging - Blue Spring - M / Blue Spring,1,0,0,0
Cotton Ankle Legging - Bubble Gum - 2XL / Bubble Gum,1,15,0,0
Cotton Ankle Legging - Butter Scotch - 2XL / Butter Scotch,1,31,0,0
Cotton Ankle Legging - Caro Teen - 3XL / Caro Teen,1,0,0,0
Cotton Ankle Legging - Charcoal Grey - XL / Charcoal Grey,1,20,0,0
Cotton Ankle Legging - Chloro Phyll - M / Chloro Phyll,1,2,0,0
Cotton Ankle Legging - CottonCandy - 3XL / CottonCandy,1,0,0,0
Cotton Ankle Legging - Cyan Cyan - L / Cyan Cyan,1,3,0,0
Cotton Ankle Legging - Cyan Cyan - XL / Cyan Cyan,1,3,0,0
Cotton Ankle Legging - D.Pink - XL / D.Pink,1,10,0,0
Cotton Ankle Legging - DeepNavy - 2XL / DeepNavy,1,3,0,0
Cotton Ankle Legging - DeepNavy - XL / DeepNavy,1,1,0,0
Cotton Ankle Legging - Eiffel Tower - XL / Eiffel Tower,1,1,0,0
Cotton Ankle Legging - Fired Up - 3XL / Fired Up,1,0,0,0
Cotton Ankle Legging - Fruity Orange - 3XL / Fruity Orange,1,0,0,0
Cotton Ankle Legging - Fuchsia Violet - 3XL / Fuchsia Violet,1,0,0,0
Cotton Ankle Legging - Grand Turquoise - 3XL / Grand Turquoise,1,0,0,0
Cotton Ankle Legging - Green Grass - 3XL / Green Grass,1,0,0,0
Cotton Ankle Legging - Green Grass - L / Green Grass,1,1,0,0
Cotton Ankle Legging - Ivory Snow - 3XL / Ivory Snow,1,0,0,0
Cotton Ankle Legging - Lip Stick - M / Lip Stick,1,16,0,0
Cotton Ankle Legging - Lucky Bamboo - L / Lucky Bamboo,1,0,0,0
Cotton Ankle Legging - Lucky Bamboo - M / Lucky Bamboo,1,0,0,0
Cotton Ankle Legging - Mari Gold - 2XL / Mari Gold,1,14,0,0
Cotton Ankle Legging - Mid Pink - 3XL / Mid Pink,1,0,0,0
Cotton Ankle Legging - MintOlive - 3XL / MintOlive,1,0,0,0
Cotton Ankle Legging - New Leaf - 3XL / New Leaf,1,0,0,0
Cotton Ankle Legging - Pepper Mint - XL / Pepper Mint,1,5,0,0
Cotton Ankle Legging - Pink Paradise - M / Pink Paradise,1,19,0,0
Cotton Ankle Legging - Pool Side - 2XL / Pool Side,1,8,0,0
Cotton Ankle Legging - Rasp Berry - 2XL / Rasp Berry,1,5,0,0
Cotton Ankle Legging - Rasp Berry - 3XL / Rasp Berry,1,0,0,0
Cotton Ankle Legging - Red Chilli - 3XL / Red Chilli,1,31,0,0
Cotton Ankle Legging - Rose Gold - 3XL / Rose Gold,1,11,0,0
Cotton Ankle Legging - Sand Castle - XL / Sand Castle,1,0,0,0
Cotton Ankle Legging - Sky Fall - 2XL / Sky Fall,1,23,0,0
Cotton Ankle Legging - Sweet Corn - 3XL / Sweet Corn,1,20,0,0
Cotton Ankle Legging - Sweet Corn - XL / Sweet Corn,1,23,0,0
Cotton Ankle Legging - Tropical Punch - 3XL / Tropical Punch,1,0,0,0
Cotton Ankle Legging - Vapour Violet - 3XL / Vapour Violet,1,0,0,0
Cotton Capri Legging - Ink Blue - 3XL / Ink Blue,1,0,0,0
Cotton Capri Legging - Navy Classic - 3XL / Navy Classic,1,0,0,0
Cotton Capri Legging - Pink Paradise - 3XL / Pink Paradise,1,0,0,0
Cotton Churidar Legging - Amber Flower - 2XL / Amber Flower,1,7,0,0
Cotton Churidar Legging - Blue Heaven - XL / Blue Heaven,1,7,0,0
Cotton Churidar Legging - Chloro Phyll - 3XL / Chloro Phyll,1,8,0,0
Cotton Churidar Legging - Cinnamon - 3XL / Cinnamon,1,4,0,0
Cotton Churidar Legging - Coral Flame - M / Coral Flame,1,3,0,0
Cotton Churidar Legging - Cyan Cyan - M / Cyan Cyan,1,3,0,0
Cotton Churidar Legging - D.Pink - L / D.Pink,1,5,0,0
Cotton Churidar Legging - D.Pink - XL / D.Pink,1,13,0,0
Cotton Churidar Legging - Emerald Lexus - XL / Emerald Lexus,1,9,0,0
Cotton Churidar Legging - Flirty Flamingo - M / Flirty Flamingo,1,1,0,0
Cotton Churidar Legging - Fuchsia Violet - XL / Fuchsia Violet,1,8,0,0
Cotton Churidar Legging - Green Grass - XL / Green Grass,1,3,0,0
Cotton Churidar Legging - Hyacinth Pond - 3XL / Hyacinth Pond,1,3,0,0
Cotton Churidar Legging - Hyacinth Pond - XL / Hyacinth Pond,1,5,0,0
Cotton Churidar Legging - Ink Blue - M / Ink Blue,1,2,0,0
Cotton Churidar Legging - Jack Fruit - 3XL / Jack Fruit,1,8,0,0
Cotton Churidar Legging - Jack Fruit - M / Jack Fruit,1,0,0,0
Cotton Churidar Legging - Jungle Green - 2XL / Jungle Green,1,9,0,0
Cotton Churidar Legging - Jungle Green - XL / Jungle Green,1,1,0,0
Cotton Churidar Legging - La Burgandy - XL / La Burgandy,1,24,0,0
Cotton Churidar Legging - Lava Red - M / Lava Red,1,3,0,0
Cotton Churidar Legging - Lava Red - XL / Lava Red,1,19,0,0
Cotton Churidar Legging - Lip Stick - XL / Lip Stick,1,17,0,0
Cotton Churidar Legging - Lucky Bamboo - L / Lucky Bamboo,1,1,0,0
Cotton Churidar Legging - Lucky Bamboo - XL / Lucky Bamboo,1,0,0,0
Cotton Churidar Legging - Mari Gold - 2XL / Mari Gold,1,10,0,0
Cotton Churidar Legging - Mari Gold - 3XL / Mari Gold,1,9,0,0
Cotton Churidar Legging - Orange Tango - 2XL / Orange Tango,1,16,0,0
Cotton Churidar Legging - Robin Blue - 2XL / Robin Blue,1,3,0,0
Cotton Churidar Legging - Robin Blue - 3XL / Robin Blue,1,2,0,0
Cotton Churidar Legging - Rosy Lips - XL / Rosy Lips,1,8,0,0
Cotton Churidar Legging - Royal Blue - XL / Royal Blue,1,8,0,0
Cotton Churidar Legging - Sand Castle - 2XL / Sand Castle,1,5,0,0
Cotton Churidar Legging - Sky Fall - 2XL / Sky Fall,1,11,0,0
Cotton Churidar Legging - Tropical Punch - 3XL / Tropical Punch,1,0,0,0
Crop Top - Amber Flower - M / Amber Flower,1,3,0,0
Daisy Printed Collared Co-ord Set - Seafoam Green - L / Seafoam Green,1,0,0,0
Denim Jegging - Miami 90 - XL / Miami 90,1,0,0,0
Dog printed Night Pants - Mocha Mouse - 2XL / Mocha Mouse,1,26,0,0
Floral Printed Co-ord Set - Aqua Loungewear - 2XL / Aquifer,1,0,0,0
Floral Printed Co-ord Set - Aqua Loungewear - XL / Aquifer,1,3,0,0
Georgette Shrug - Onion Pink - 2XL / Onion Pink Shrug,1,0,0,0
Georgette Shrug - Onion Pink - 3XL / Onion Pink Shrug,1,0,0,0
Goose Solid Pant Co-ord - Blue Hue - M / Blue Hue,1,0,0,0
Graphic Print Co-ord Set - Black Loungewear - 2XL / Jet Black,1,1,0,0
High Neck Frill Tee - Grape Vine - 2XL / Grape Vine,1,3,0,0
High Neck Frill Tee - Grape Vine - XL / Grape Vine,1,6,0,0
High Neck Frill Tee - Wild Rose - 2XL / Wild Rose,1,2,0,0
High Neck Frill Tee - Wild Rose - M / Wild Rose,1,5,0,0
High Neck Graphic Tee - Lime Green - M / Lime Green,1,1,0,0
High Neck Oversize Crop Top - Navy - M / Navy,1,3,0,0
High Neck Oversize Crop Top - Red - L / Red,1,1,0,0
High Neck Oversize Crop Top - White - M / White,1,0,0,0
Jogger - Off White - XL / Off White,1,9,0,0
Kids Cotton Ankle Legging - 22 / La Burgandy,1,1,0,0
Kids Cotton Ankle Legging - 24 / La Burgandy,1,4,0,0
Kids Cotton Ankle Legging - 24 / Lucky Bamboo,1,1,0,0
Kids Cotton Ankle Legging - 28 / Lucky Bamboo,1,0,0,0
Kids Cotton Ankle Legging - 30 / Bubble Gum,1,5,0,0
Kids Cotton Ankle Legging - 32 / Carbon Black,1,5,0,0
Kids Cotton Ankle Legging - 34 / Ink Blue,1,0,0,0
Kids Cotton Ankle Legging - 34 / Lucky Bamboo,1,0,0,0
Kids Cotton Ankle Legging - 34 / Sweet Corn,1,3,0,0
Kids Cotton Ankle Legging - 36 / Butter Scotch,1,1,0,0
Kids Cotton Ankle Legging - 36 / Caramel Custard,1,1,0,0
Kids Cotton Ankle Legging - 36 / Carbon Black,1,7,0,0
Kids Cotton Ankle Legging - 36 / Orange Tango,1,2,0,0
Kids Cotton Ankle Legging - 36 / Pool Side,1,0,0,0
Kids Cotton Ankle Legging - Caramel Custard - 26 / Caramel Custard,1,1,0,0
Kids Cotton Ankle Legging - Caramel Custard - 30 / Caramel Custard,1,4,0,0
Kids Cotton Ankle Legging - Lip Stick - 28 / Lip Stick,1,7,0,0
Kids Cotton Ankle Legging - Lucky Bamboo - 26 / Lucky Bamboo,1,2,0,0
Kids Cotton Ankle Legging - Navy Classic - 30 / Navy Classic,1,0,0,0
Kids Cotton Ankle Legging - Navy Classic - 32 / Navy Classic,1,0,0,0
Kids Cotton Ankle Legging - Orange Tango - 32 / Orange Tango,1,5,0,0
Kids Cotton Ankle Legging - Pink Paradise - 36 / Pink Paradise,1,5,0,0
Kids Cotton Ankle Legging - Pool Side - 28 / Pool Side,1,0,0,0
Kids Cotton Ankle Legging - Sweet Corn - 32 / Sweet Corn,1,0,0,0
Kids Cotton Capri Legging - Caramel Custard - 24 / Caramel Custard,1,2,0,0
Kids Cotton Capri Legging - Caramel Custard - 26 / Caramel Custard,1,2,0,0
Kids Cotton Capri Legging - Caramel Custard - 34 / Caramel Custard,1,6,0,0
Kids Cotton Capri Legging - Ink Blue - 24 / Ink Blue,1,1,0,0
Kids Cotton Capri Legging - Ink Blue - 28 / Ink Blue,1,11,0,0
Kids Cotton Capri Legging - Ink Blue - 30 / Ink Blue,1,8,0,0
Kids Cotton Capri Legging - Mehandi Maroon - 28 / Mehandi Maroon,1,9,0,0
Kids Cotton Capri Legging - Orange Tango - 22 / Orange Tango,1,4,0,0
Kids Cotton Capri Legging - Orange Tango - 28 / Orange Tango,1,5,0,0
Kids Cotton Capri Legging - Orange Tango - 36 / Orange Tango,1,0,0,0
Kids Cotton Capri Legging - Pink Paradise - 24 / Pink Paradise,1,3,0,0
Kids Printed Shorts Co-ord - Navy Classic - 30 / Navy Classic,1,3,0,0
Kids Printed Shorts Co-ord - Pastel Lilac - 28 / Pastel Lilac,1,1,0,0
Kids Printed Shorts Co-ord - Pastel Lilac - 30 / Pastel Lilac,1,0,0,0
Kids Printed Shorts Co-ord - Peach - 28 / Peach,1,2,0,0
Kids Printed Shorts Co-ord - Peach - 30 / Peach,1,0,0,0
Kids Printed Shorts Co-ord - Peach - 32 / Peach,1,2,0,0
Kids Solid Shorts Co-ord - Camellia Peach - 28 / Camellia Peach,1,1,0,0
Kids Solid Shorts Co-ord - White Marle - 30 / White Marle,1,0,0,0
Knotted Striped Palazzo - Grey Fog - 2XL / Grey Fog,1,1,0,0
Knotted Striped Palazzo - Moon Shadow - XL / Moon Shadow,1,0,0,0
Knotted Striped Palazzo - Moonless - M / Moonless,1,0,0,0
Koala Printed Co-ord Pants Set - Black - 2XL / Jet Black,1,0,0,0
Koala Printed Co-ord Pants Set - Black - M / Jet Black,1,0,0,0
Koala Solid Pant Co-ord - Dark Grape - M / Dark Grape,1,0,0,0
Long Tee - Blossom - XL / LT0030 - Blossom,1,1,0,0
Long Tee - Dark Chocolate - 2XL / LT0034 - Dark Chocolate,1,4,0,0
Long Tee - Espresso Brown - 2XL / LT0031 - Espresso Brown,1,1,0,0
Long Tee - Espresso Brown - L / LT0031 - Espresso Brown,1,4,0,0
Long Tee - Espresso Brown - M / LT0031 - Espresso Brown,1,1,0,0
Long Tee - Jet Black - M / LT0032 - Jet Black,1,2,0,0
Long Tee - Misty Aqua - 2XL / LT0033 - Misty Aqua,1,1,0,0
Long Tee - Misty Aqua - M / LT0033 - Misty Aqua,1,1,0,0
Lounge Wear Long Tee - Beige - M / LT0018 - Beige,1,0,0,0
Lounge Wear Long Tee - Beige - XL / LT0018 - Beige,1,0,0,0
Lounge Wear Long Tee - Black - M / LT0002 - Black,1,0,0,0
Lounge Wear Long Tee - Black - XL / LT0002 - Black,1,0,0,0
Lounge Wear Long Tee - Black - XL / LT0007 - Black,1,0,0,0
Lounge Wear Long Tee - Blue - 2XL / LT0008 - Blue,1,7,0,0
Lounge Wear Long Tee - Blue - M / LT0008 - Blue,1,2,0,0
Lounge Wear Long Tee - Blue - S / LT0008 - Blue,1,2,0,0
Lounge Wear Long Tee - Light Pink - M / LT0005 - Light Pink,1,0,0,0
Lounge Wear Long Tee - Navy - 2XL / LT0001 - Navy,1,6,0,0
Lounge Wear Long Tee - Pink - M / LT0010 - Pink,1,4,0,0
Lounge Wear Long Tee - Pink - XL / LT0010 - Pink,1,0,0,0
Lounge Wear Long Tee - Pink - XL / LT0015 - Pink,1,0,0,0
Lounge Wear Long Tee - Red - XL / LT0011 - Red,1,0,0,0
Mid Raise Jogger - Burgundy - XL / Burgundy,1,2,0,0
Oversize Tee - Glacier Grey - S / Glacier Grey,1,4,0,0
Oversize Tee - Spanish Green - XL / Spanish Green,1,0,0,0
Oversize Tee – Almond Peach - 2XL / Almond Peach,1,4,0,0
Oversize Tee – Almond Peach - S / Almond Peach,1,3,0,0
Oversize Tee – Pale Blue - S / Pale Blue,1,6,0,0
Paw Printed Night Pants - Pink - M / Ballet Pink,1,3,0,0
Paw Printed Night Pants - Pink - S / Ballet Pink,1,1,0,0
Performance Tights High Waist - Merlot - 2XL / Merlot,1,8,0,0
Performance Tights Mid Waist - Black - L / Black,1,9,0,0
Performance Tights Mid Waist - Blue Petrol - XL / Blue Petrol,1,9,0,0
Pleated Pant - Black - 2XL / Black,1,0,0,0
Pleated Pant - Navy - S / Navy,1,0,0,0
Plum Blossom printed Night Pants - Rythmic Red - L / Rythmic Red,1,8,0,0
Polka Dots Printed Co-ord Set - December Sky - XS / December Sky,1,0,0,0
Polka dots Night Pants - Black - 2XL / Jet Black,1,1,0,0
Polka dots Night Pants - Black - L / Jet Black,1,4,0,0
Printed Night Pant - Grape Nectar - L / Grape Nectar,1,6,0,0
Printed Night Pant - Grey - 2XL / Grey,1,1,0,0
Printed Night Pant - Salmon - M / Salmon,1,2,0,0
Relaxed Fit Tee - Light Grey - M / Light Grey,1,5,0,0
Relaxed Fit Tee - Sage - 2XL / Sage,1,0,0,0
Relaxed fit tee - Ivory Snow - 2XL / Ivory Snow,1,2,0,0
Relaxed fit tee - White - XL / White,1,3,0,0
Ruffle Top - White - S / White,1,0,0,0
Ruffle Top - Wild Rose - 2XL / Wild Rose,1,13,0,0
Saree Shaper - Electric Violet (Copy) - 3XL / Electric Violet / Regular - Upto 5'4,1,0,0,0
Saree Shaper - Electric Violet (Copy) - L / Electric Violet / Regular - Upto 5'4,1,0,0,0
Saree Shaper - Electric Violet (Copy) - S / Electric Violet / Regular - Upto 5'4,1,0,0,0
Saree Shaper - Magic Maroon - M / Magic Maroon / Tall - Above 5'5,1,0,0,0
Saree Shaper - Magic Maroon - S / Magic Maroon / Tall - Above 5'5,1,0,0,0
Saree Shaper - Magic Maroon - XL / Magic Maroon / Tall - Above 5'5,1,0,0,0
Saree Shaper - Milky Way - S / Milky Way / Tall - Above 5'5,1,0,0,0
Saree Shaper - Pearly Vanilla - S / Pearly Vanilla / Tall - Above 5'5,1,0,0,0
Saree Shaper - Rosy Brown - M / Rosy Brown / Tall - Above 5'5,1,0,0,0
Saree Shaper - Rosy Brown - S / Rosy Brown / Tall - Above 5'5,1,0,0,0
Secura Shorts - Navy - 2XL / Navy,1,18,0,0
Shorts - Light Pink - XL / Light Pink,1,0,0,0
Skirt Shaper - Wild Orchid - 2XL / Wild Orchid,1,10,0,0
Sleek Kurti Pant -  Forest Green - XL / Green,1,8,0,0
Sleek Kurti Pant - Anthrazite Grey - M / Anthrazite Grey,1,5,0,0
Sleek Kurti Pant - Cactus - XL / Cactus,1,4,0,0
Sleek Kurti Pant - Green - XL / Green,1,5,0,0
Sleek Kurti Pant - Navy Classic - M / Navy Classic,1,7,0,0
Sleek Kurti Pant - Navy Classic - XL / Navy Classic,1,27,0,0
Sleek Kurti Pant - Pink Punch - L / Pink Punch,1,11,0,0
Sleek Spaghetti Cami With Adjuster - White - XL / White,1,1,0,0
Sleeveless Ribbed Tee - Baby Blue - L / Baby Blue,1,1,0,0
Sleeveless Ribbed Tee - White - XL / White,1,1,0,0
Slim Fit Signature Tee - Pearl White - 2XL / Pearl White,1,2,0,0
Solid Knitted Palazzo Pants - Carbon Black - XL / Carbon Black,1,0,0,0
Solid Pant Co-ord - Charcoal Grey - 2XL / Charcoal Grey,1,3,0,0
Solid Wide Leg Palazzo - Bubble Gum - 2XL / Bubble Gum,1,16,0,0
Solid Wrinkle Dress - Black - 2XL / Black,1,7,0,0
Solid Wrinkle Dress - Black - S / Black,1,7,0,0
Solid Wrinkle Dress - Bottle Green - 2XL / Bottle Green,1,2,0,0
Solid Wrinkle Dress - Mehandi Maroon - 3XL / Mehandi Maroon,1,2,0,0
Spaghetti Cami With Adjuster - Black - L / Carbon Black,1,2,0,0
Star Printed Night Pants - Blue - L / Blue,1,0,0,0
Star Printed Night Pants - Blue - XL / Blue,1,4,0,0
Striped Palazzo - Jet Black - M / Jet Black,1,9,0,0
Striped Palazzo - Mellow Rose - M / Mellow Rose,1,0,0,0
Striped Palazzo - Whisper Pink - M / Whisper Pink,1,6,0,0
Striped Palazzo - White - 2XL / White,1,6,0,0
Sunshine Printed Collared Co-ord Set - Amberlight - 2XL / Amberlight,1,0,0,0
Sweat Shirt - Dark Pink - S / Dark Pink,1,0,0,0
Teddy bear Printed Night Pants - Dark Chocolate - XL / Dark Chocolate,1,0,0,0
Textured Shorts Co-ord Set - Cream - 2XL / Cream,1,0,0,0
Turtle Neck Ribbed Tee - Orchid Lillac - 2XL / Orchid Lillac,1,8,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Crimson Red - XS / Crimson Red,1,0,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Fiery Orange - XL / Fiery Orange,1,14,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Honey Mustard - 2XL / Honey Mustard,1,14,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Magic Garden - L / Magic Garden,1,4,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Magic Garden - XL / Magic Garden,1,2,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Mulberry - L / Mulberry,1,2,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Mulberry - XL / Mulberry,1,5,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Rosy Syrup - 2XL / Rosy Syrup,1,1,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Rosy Syrup - L / Rosy Syrup,1,2,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Sand Storm - L / Sand Storm,1,11,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Shadow Grey - 2XL / Shadow Grey,1,9,0,0
Viscose Ankle Legging - Beauty Berry - 3XL / Beauty Berry,1,6,0,0
Viscose Ankle Legging - Blue Ocean - L / Blue Ocean,1,7,0,0
Viscose Ankle Legging - Canary Bird - 2XL / Canary Bird,1,5,0,0
Viscose Ankle Legging - Canary Bird - L / Canary Bird,1,5,0,0
Viscose Ankle Legging - Claypot - 3XL / Claypot,1,0,0,0
Viscose Ankle Legging - CottonCandy - XL / CottonCandy,1,3,0,0
Viscose Ankle Legging - Dark Chocolate - 3XL / Dark Chocolate,1,0,0,0
Viscose Ankle Legging - Laser Blue - XL / Laser Blue,1,22,0,0
Viscose Ankle Legging - Magic Garden - 3XL / Magic Garden,1,0,0,0
Viscose Ankle Legging - Magic Garden - L / Magic Garden,1,4,0,0
Viscose Ankle Legging - Mulberry - M / Mulberry,1,6,0,0
Viscose Ankle Legging - NewLeaf - L / NewLeaf,1,2,0,0
Viscose Ankle Legging - Pagoda Blue - 3XL / Pagoda Blue,1,0,0,0
Viscose Ankle Legging - Pagoda Blue - L / Pagoda Blue,1,8,0,0
Viscose Ankle Legging - Parrot Green - 2XL / Parrot Green,1,1,0,0
Viscose Ankle Legging - PeachPink - 3XL / PeachPink,1,0,0,0
Viscose Ankle Legging - Pistachio - 3XL / Pistachio,1,0,0,0
Viscose Ankle Legging - PoolSide - L / PoolSide,1,0,0,0
Viscose Ankle Legging - PoolSide - M / PoolSide,1,2,0,0
Viscose Ankle Legging - Rosewood - 3XL / Rosewood,1,0,0,0
Viscose Ankle Legging - Sea Port - 3XL / Sea Port,1,0,0,0
Viscose Ankle Legging - Shadow Grey - M / Shadow Grey,1,3,0,0
Viscose Ankle Legging - Spiced coral - 3XL / Spiced Coral,1,3,0,0
Viscose Ankle Legging - Spiced coral - M / Spiced Coral,1,2,0,0
Viscose Ankle Legging - Swimming Pool - L / Swimming Pool,1,6,0,0
Viscose Ankle Legging - Wheat Grain - 3XL / Wheat Grain,1,0,0,0
Viscose Ankle Legging - Wheat Grain - XL / Wheat Grain,1,15,0,0
Viscose Ankle Legging -BabyCorn - 2XL / BabyCorn,1,4,0,0
Viscose Ankle Legging -BabyCorn - M / BabyCorn,1,0,0,0
Viscose Ankle Legging -PastelPurple - 3XL / PastelPurple,1,0,0,0
Viscose Churidar Legging - Beet Root - 2XL / Beet Root,1,3,0,0
Viscose Churidar Legging - Beet Root - M / Beet Root,1,2,0,0
Viscose Churidar Legging - Beetroot - 3XL / Beetroot,1,1,0,0
Viscose Churidar Legging - Beetroot - XL / Beetroot,1,1,0,0
Viscose Churidar Legging - Blue Ocean - L / Blue Ocean,1,3,0,0
